date,open,high,low,close,volume
20241004  00:42:00,6.55,6.55,6.42,6.43,-1
20241004  00:42:15,6.43,6.45,6.4,6.45,-1
20241004  00:42:30,6.45,6.48,6.45,6.45,-1
20241004  00:42:45,6.45,6.45,6.42,6.43,-1
20241004  00:43:00,6.43,6.43,6.4,6.43,-1
20241004  00:43:15,6.43,6.43,6.42,6.43,-1
20241004  00:43:30,6.43,6.43,6.4,6.4,-1
20241004  00:43:45,6.4,6.4,6.4,6.4,-1
20241004  00:44:00,6.4,6.4,6.37,6.4,-1
20241004  00:44:15,6.4,6.4,6.37,6.38,-1
20241004  00:44:30,6.38,6.4,6.37,6.4,-1
20241004  00:44:45,6.4,6.4,6.4,6.4,-1
20241004  00:45:00,6.4,6.4,6.35,6.35,-1
20241004  00:45:15,6.35,6.38,6.35,6.35,-1
20241004  00:45:30,6.35,6.35,6.35,6.35,-1
20241004  00:45:45,6.35,6.35,6.3,6.33,-1
20241004  00:46:00,6.33,6.38,6.32,6.38,-1
20241004  00:46:15,6.38,6.48,6.37,6.48,-1
20241004  00:46:30,6.48,6.48,6.45,6.48,-1
20241004  00:46:45,6.48,6.48,6.45,6.48,-1
20241004  00:47:00,6.48,6.48,6.4,6.4,-1
20241004  00:47:15,6.4,6.48,6.4,6.48,-1
20241004  00:47:30,6.48,6.53,6.45,6.53,-1
20241004  00:47:45,6.53,6.53,6.5,6.5,-1
20241004  00:48:00,6.5,6.53,6.45,6.53,-1
20241004  00:48:15,6.53,6.53,6.47,6.5,-1
20241004  00:48:30,6.5,6.5,6.47,6.48,-1
20241004  00:48:45,6.48,6.48,6.45,6.45,-1
20241004  00:49:00,6.45,6.48,6.45,6.48,-1
20241004  00:49:15,6.48,6.48,6.42,6.45,-1
20241004  00:49:30,6.45,6.45,6.45,6.45,-1
20241004  00:49:45,6.45,6.45,6.4,6.43,-1
20241004  00:50:00,6.43,6.43,6.4,6.4,-1
20241004  00:50:15,6.4,6.43,6.37,6.43,-1
20241004  00:50:30,6.43,6.48,6.42,6.48,-1
20241004  00:50:45,6.48,6.5,6.47,6.5,-1
20241004  00:51:00,6.5,6.55,6.5,6.53,-1
20241004  00:51:15,6.53,6.55,6.52,6.55,-1
20241004  00:51:30,6.55,6.6,6.55,6.6,-1
20241004  00:51:45,6.6,6.6,6.55,6.58,-1
20241004  00:52:00,6.58,6.6,6.55,6.58,-1
20241004  00:52:15,6.58,6.58,6.55,6.58,-1
20241004  00:52:30,6.58,6.58,6.55,6.55,-1
20241004  00:52:45,6.55,6.58,6.55,6.55,-1
20241004  00:53:00,6.55,6.6,6.55,6.6,-1
20241004  00:53:15,6.6,6.63,6.57,6.6,-1
20241004  00:53:30,6.6,6.6,6.57,6.58,-1
20241004  00:53:45,6.58,6.58,6.57,6.58,-1
20241004  00:54:00,6.58,6.6,6.55,6.55,-1
20241004  00:54:15,6.55,6.55,6.55,6.55,-1
20241004  00:54:30,6.55,6.55,6.55,6.55,-1
20241004  00:54:45,6.55,6.55,6.55,6.55,-1
20241004  00:55:00,6.55,6.55,6.5,6.5,-1
20241004  00:55:15,6.5,6.5,6.47,6.48,-1
20241004  00:55:30,6.48,6.48,6.47,6.48,-1
20241004  00:55:45,6.48,6.48,6.45,6.45,-1
20241004  00:56:00,6.45,6.45,6.45,6.45,-1
20241004  00:56:15,6.45,6.48,6.45,6.45,-1
20241004  00:56:30,6.45,6.48,6.42,6.45,-1
20241004  00:56:45,6.45,6.45,6.45,6.45,-1
20241004  00:57:00,6.45,6.45,6.37,6.4,-1
20241004  00:57:15,6.4,6.4,6.37,6.4,-1
20241004  00:57:30,6.4,6.43,6.35,6.43,-1
20241004  00:57:45,6.43,6.43,6.4,6.43,-1
20241004  00:58:00,6.43,6.43,6.4,6.4,-1
20241004  00:58:15,6.4,6.4,6.35,6.38,-1
20241004  00:58:30,6.38,6.38,6.35,6.35,-1
20241004  00:58:45,6.35,6.38,6.32,6.33,-1
20241004  00:59:00,6.33,6.33,6.25,6.25,-1
20241004  00:59:15,6.25,6.28,6.22,6.28,-1
20241004  00:59:30,6.28,6.3,6.25,6.3,-1
20241004  00:59:45,6.3,6.3,6.25,6.25,-1
20241004  01:00:00,6.25,6.3,6.25,6.3,-1
20241004  01:00:15,6.3,6.3,6.27,6.3,-1
20241004  01:00:30,6.3,6.33,6.27,6.3,-1
20241004  01:00:45,6.3,6.3,6.25,6.3,-1
20241004  01:01:00,6.3,6.35,6.27,6.33,-1
20241004  01:01:15,6.33,6.38,6.32,6.33,-1
20241004  01:01:30,6.33,6.38,6.32,6.38,-1
20241004  01:01:45,6.38,6.4,6.35,6.38,-1
20241004  01:02:00,6.38,6.38,6.32,6.33,-1
20241004  01:02:15,6.33,6.33,6.3,6.33,-1
20241004  01:02:30,6.33,6.35,6.32,6.35,-1
20241004  01:02:45,6.35,6.38,6.35,6.38,-1
20241004  01:03:00,6.38,6.38,6.32,6.35,-1
20241004  01:03:15,6.35,6.35,6.32,6.35,-1
20241004  01:03:30,6.35,6.35,6.35,6.35,-1
20241004  01:03:45,6.35,6.35,6.35,6.35,-1
20241004  01:04:00,6.35,6.35,6.27,6.3,-1
20241004  01:04:15,6.3,6.3,6.27,6.3,-1
20241004  01:04:30,6.3,6.3,6.27,6.3,-1
20241004  01:04:45,6.3,6.3,6.27,6.3,-1
20241004  01:05:00,6.3,6.3,6.27,6.3,-1
20241004  01:05:15,6.3,6.33,6.3,6.33,-1
20241004  01:05:30,6.33,6.33,6.3,6.33,-1
20241004  01:05:45,6.33,6.35,6.32,6.35,-1
20241004  01:06:00,6.35,6.35,6.3,6.35,-1
20241004  01:06:15,6.35,6.38,6.35,6.35,-1
20241004  01:06:30,6.35,6.35,6.32,6.33,-1
20241004  01:06:45,6.33,6.38,6.32,6.35,-1
20241004  01:07:00,6.35,6.38,6.32,6.33,-1
20241004  01:07:15,6.33,6.33,6.3,6.33,-1
20241004  01:07:30,6.33,6.33,6.3,6.3,-1
20241004  01:07:45,6.3,6.3,6.3,6.3,-1
20241004  01:08:00,6.3,6.3,6.25,6.25,-1
20241004  01:08:15,6.25,6.28,6.25,6.28,-1
20241004  01:08:30,6.28,6.28,6.27,6.28,-1
20241004  01:08:45,6.28,6.28,6.27,6.28,-1
20241004  01:09:00,6.28,6.3,6.27,6.3,-1
20241004  01:09:15,6.3,6.33,6.3,6.33,-1
20241004  01:09:30,6.33,6.33,6.3,6.3,-1
20241004  01:09:45,6.3,6.35,6.3,6.35,-1
20241004  01:10:00,6.35,6.35,6.3,6.3,-1
20241004  01:10:15,6.3,6.3,6.27,6.3,-1
20241004  01:10:30,6.3,6.3,6.3,6.3,-1
20241004  01:10:45,6.3,6.3,6.3,6.3,-1
20241004  01:11:00,6.3,6.3,6.3,6.3,-1
20241004  01:11:15,6.3,6.3,6.3,6.3,-1
20241004  01:11:30,6.3,6.35,6.3,6.35,-1
20241004  01:11:45,6.35,6.35,6.3,6.3,-1
20241004  01:12:00,6.3,6.35,6.3,6.35,-1
20241004  01:12:15,6.35,6.35,6.32,6.33,-1
20241004  01:12:30,6.33,6.33,6.3,6.3,-1
20241004  01:12:45,6.3,6.33,6.3,6.33,-1
20241004  01:13:00,6.33,6.33,6.25,6.28,-1
20241004  01:13:15,6.28,6.3,6.27,6.3,-1
20241004  01:13:30,6.3,6.3,6.27,6.3,-1
20241004  01:13:45,6.3,6.33,6.3,6.3,-1
20241004  01:14:00,6.3,6.35,6.3,6.35,-1
20241004  01:14:15,6.35,6.38,6.35,6.38,-1
20241004  01:14:30,6.38,6.38,6.37,6.38,-1
20241004  01:14:45,6.38,6.38,6.35,6.35,-1
20241004  01:15:00,6.35,6.38,6.35,6.38,-1
20241004  01:15:15,6.38,6.4,6.37,6.38,-1
20241004  01:15:30,6.38,6.38,6.37,6.38,-1
20241004  01:15:45,6.38,6.38,6.32,6.38,-1
20241004  01:16:00,6.38,6.38,6.35,6.38,-1
20241004  01:16:15,6.38,6.38,6.35,6.35,-1
20241004  01:16:30,6.35,6.38,6.35,6.38,-1
20241004  01:16:45,6.38,6.38,6.37,6.38,-1
20241004  01:17:00,6.38,6.38,6.35,6.35,-1
20241004  01:17:15,6.35,6.38,6.35,6.35,-1
20241004  01:17:30,6.35,6.35,6.32,6.33,-1
20241004  01:17:45,6.33,6.35,6.32,6.33,-1
20241004  01:18:00,6.33,6.33,6.3,6.3,-1
20241004  01:18:15,6.3,6.33,6.3,6.3,-1
20241004  01:18:30,6.3,6.3,6.3,6.3,-1
20241004  01:18:45,6.3,6.33,6.3,6.3,-1
20241004  01:19:00,6.3,6.33,6.3,6.33,-1
20241004  01:19:15,6.33,6.33,6.3,6.3,-1
20241004  01:19:30,6.3,6.3,6.3,6.3,-1
20241004  01:19:45,6.3,6.3,6.3,6.3,-1
20241004  01:20:00,6.3,6.35,6.3,6.33,-1
20241004  01:20:15,6.33,6.33,6.32,6.33,-1
20241004  01:20:30,6.33,6.35,6.32,6.35,-1
20241004  01:20:45,6.35,6.35,6.35,6.35,-1
20241004  01:21:00,6.35,6.38,6.35,6.35,-1
20241004  01:21:15,6.35,6.4,6.35,6.4,-1
20241004  01:21:30,6.4,6.43,6.4,6.4,-1
20241004  01:21:45,6.4,6.43,6.37,6.4,-1
20241004  01:22:00,6.4,6.43,6.4,6.43,-1
20241004  01:22:15,6.43,6.45,6.42,6.43,-1
20241004  01:22:30,6.43,6.45,6.42,6.45,-1
20241004  01:22:45,6.45,6.48,6.45,6.45,-1
20241004  01:23:00,6.45,6.48,6.45,6.45,-1
20241004  01:23:15,6.45,6.45,6.4,6.45,-1
20241004  01:23:30,6.45,6.45,6.45,6.45,-1
20241004  01:23:45,6.45,6.45,6.45,6.45,-1
20241004  01:24:00,6.45,6.48,6.45,6.45,-1
20241004  01:24:15,6.45,6.45,6.45,6.45,-1
20241004  01:24:30,6.45,6.45,6.42,6.43,-1
20241004  01:24:45,6.43,6.43,6.42,6.43,-1
20241004  01:25:00,6.43,6.43,6.4,6.43,-1
20241004  01:25:15,6.43,6.45,6.42,6.43,-1
20241004  01:25:30,6.43,6.43,6.4,6.4,-1
20241004  01:25:45,6.4,6.4,6.4,6.4,-1
20241004  01:26:00,6.4,6.4,6.4,6.4,-1
20241004  01:26:15,6.4,6.4,6.4,6.4,-1
20241004  01:26:30,6.4,6.4,6.4,6.4,-1
20241004  01:26:45,6.4,6.4,6.4,6.4,-1
20241004  01:27:00,6.4,6.4,6.35,6.38,-1
20241004  01:27:15,6.38,6.38,6.35,6.35,-1
20241004  01:27:30,6.35,6.35,6.35,6.35,-1
20241004  01:27:45,6.35,6.35,6.32,6.33,-1
20241004  01:28:00,6.33,6.33,6.27,6.3,-1
20241004  01:28:15,6.3,6.3,6.3,6.3,-1
20241004  01:28:30,6.3,6.3,6.3,6.3,-1
20241004  01:28:45,6.3,6.33,6.3,6.33,-1
20241004  01:29:00,6.33,6.35,6.32,6.35,-1
20241004  01:29:15,6.35,6.4,6.35,6.4,-1
20241004  01:29:30,6.4,6.4,6.4,6.4,-1
20241004  01:29:45,6.4,6.43,6.4,6.4,-1
20241004  01:30:00,6.4,6.45,6.4,6.43,-1
20241004  01:30:15,6.43,6.43,6.4,6.43,-1
20241004  01:30:30,6.43,6.45,6.42,6.45,-1
